Category,ConvSVM_score,ConvTransfer_pSunset
TP_far,0.336607142477898,0.9965153
TP_near,2.33119038001709,0.9999943
FN_far,0.263860510581533,0.0230684
FN_near,1.40905858923271,0.9999819
FP_far,0.540780294741107,0.9953945
FP_near,-1.38912132815941,0.002915997
TN_far,-5.19535795906147,5.523942e-10
TN_near,1.66792325223502,0.9998683
